ticket_id,created_date,resolved_date,account_id,plan,region,channel,issue_type,priority,assigned_team,status,first_response_minutes,resolution_hours,sla_target_hours,sla_breached,csat_score,reopened,escalated,message_count,customer_arr_usd,customer_tenure_days,sentiment_score
tkt_0000028,2025-07-05,2025-07-06,acct_02864,Free,APAC,Email,How To,Normal,Customer Education,Resolved,20,22.46,36,False,4.1,False,False,6,0,1082,0.135
tkt_0000029,2025-07-04,2025-07-05,acct_01668,Starter,North America,Email,Account Access,Low,Account Support,Resolved,16,4.68,72,False,5,False,False,5,1637.01,899,0.478
tkt_0000030,2025-07-01,2025-07-02,acct_00295,Growth,APAC,Email,Billing,Urgent,Billing Operations,Resolved,35,5.5,4,True,4.7,False,False,4,9033.19,653,-0.436
tkt_0000031,2025-07-02,2025-07-03,acct_02400,Enterprise,North America,Chat,Performance,High,Technical Support,Resolved,10,2.59,12,False,4.8,False,False,5,78656.69,996,0.217
tkt_0000032,2025-07-01,2025-07-02,acct_03203,Growth,APAC,Email,Integration,High,Technical Support,Resolved,43,10.52,12,False,,True,False,4,22850.64,608,0.468
tkt_0000033,2025-07-09,2025-07-10,acct_02709,Free,North America,Chat,Integration,Low,Technical Support,Resolved,112,16.18,72,False,,False,False,6,0,95,0.417
tkt_0000034,2025-07-01,2025-07-02,acct_02767,Enterprise,North America,Email,Performance,Normal,Technical Support,Resolved,127,13.96,36,False,5,True,False,8,62580.31,1096,0.053
tkt_0000035,2025-07-01,2025-07-02,acct_04167,Growth,EMEA,Email,Performance,Normal,Technical Support,Resolved,15,23.44,36,False,5,False,False,6,13724.05,1615,0.298
tkt_0000036,2025-07-04,2025-07-05,acct_00873,Free,North America,Email,Account Access,Normal,Account Support,Resolved,43,5.68,36,False,4.9,False,False,10,0,1305,0.029
tkt_0000037,2025-07-06,2025-07-07,acct_01524,Free,North America,Chat,Bug,High,Product Support,Resolved,13,5.25,12,False,4.6,False,False,6,0,1591,1
tkt_0000038,2025-07-04,2025-07-05,acct_00454,Enterprise,EMEA,Chat,Performance,Normal,Technical Support,Resolved,68,3.5,36,False,4.6,False,False,6,51403.96,1334,0.512
tkt_0000039,2025-07-02,2025-07-03,acct_03067,Free,North America,Email,How To,Normal,Customer Education,Resolved,62,2.28,36,False,4.9,False,False,8,0,1392,0.557
tkt_0000040,2025-07-01,2025-07-02,acct_01198,Starter,APAC,Email,Bug,Normal,Product Support,Resolved,207,5.11,36,False,4.1,False,False,3,1638.71,783,0.878
tkt_0000041,2025-07-01,2025-07-02,acct_03221,Free,Latin America,Email,How To,Low,Customer Education,Resolved,33,3.15,72,False,,False,False,8,0,250,0.01
tkt_0000042,2025-07-01,2025-07-02,acct_01258,Growth,North America,In App,Integration,Normal,Technical Support,Resolved,22,9.73,36,False,4.7,False,False,6,11416.88,1390,0.404
tkt_0000043,2025-07-01,2025-07-02,acct_00971,Growth,EMEA,Email,Integration,Normal,Technical Support,Resolved,98,8.24,36,False,5,False,False,7,14698.86,1276,0.411
tkt_0000044,2025-07-03,2025-07-04,acct_04371,Starter,EMEA,Email,How To,Normal,Customer Education,Resolved,24,5.41,36,False,,False,True,10,3009.88,1330,0.436
tkt_0000045,2025-07-01,2025-07-02,acct_01025,Enterprise,North America,Chat,Bug,Normal,Product Support,Resolved,17,8.39,36,False,4.4,False,False,7,119179.03,1221,0.937
tkt_0000046,2025-07-03,2025-07-04,acct_02332,Growth,North America,In App,Bug,High,Product Support,Resolved,80,15.62,12,True,5,False,False,8,9660.67,560,0.259
tkt_0000047,2025-07-05,2025-07-06,acct_04860,Starter,North America,In App,How To,Normal,Customer Education,Resolved,19,3.78,36,False,,False,False,5,562.72,1388,0.192
tkt_0000048,2025-07-01,2025-07-02,acct_04575,Growth,North America,Email,Integration,Normal,Technical Support,Resolved,30,20.63,36,False,5,False,False,6,7543.63,117,0.388
tkt_0000049,2025-07-03,2025-07-04,acct_05196,Growth,EMEA,Email,Billing,High,Billing Operations,Resolved,44,2.52,12,False,5,False,False,3,13225.03,272,0.957
tkt_0000050,2025-07-04,2025-07-05,acct_02549,Growth,EMEA,In App,Performance,Normal,Technical Support,Resolved,89,5.36,36,False,,False,False,12,6466.82,1364,-0.086
tkt_0000051,2025-07-08,2025-07-09,acct_04723,Starter,North America,In App,Account Access,Normal,Account Support,Resolved,105,23.42,36,False,,False,False,3,1945.72,1248,0.623
tkt_0000052,2025-07-06,2025-07-07,acct_03841,Enterprise,Latin America,In App,How To,Low,Customer Education,Resolved,5,18.94,72,False,4.7,False,False,9,63686.34,1069,0.052
tkt_0000053,2025-07-02,2025-07-03,acct_00983,Starter,EMEA,Email,Billing,High,Billing Operations,Resolved,42,6.26,12,False,5,True,False,5,825.58,770,0.951
tkt_0000054,2025-07-03,2025-07-04,acct_00705,Growth,North America,Phone,Bug,Normal,Product Support,Resolved,15,8.37,36,False,,False,False,5,9887.72,1406,0.359
tkt_0000055,2025-07-03,2025-07-04,acct_00841,Free,North America,In App,Billing,High,Billing Operations,Resolved,49,9.44,12,False,,False,False,9,0,1130,0.39
tkt_0000056,2025-07-01,2025-07-02,acct_03761,Free,North America,Chat,Integration,Low,Technical Support,Resolved,92,3.15,72,False,,False,False,6,0,1776,0.262
tkt_0000057,2025-07-03,2025-07-04,acct_01142,Enterprise,North America,Email,Account Access,Normal,Account Support,Resolved,8,3.12,36,False,5,False,False,5,160181.92,1293,0.138
tkt_0000058,2025-07-02,2025-07-03,acct_01084,Free,EMEA,In App,Performance,Low,Technical Support,Resolved,206,14.09,72,False,,False,False,10,0,863,0.152
tkt_0000059,2025-07-03,2025-07-04,acct_01741,Enterprise,EMEA,Email,Account Access,Normal,Account Support,Resolved,9,5.14,36,False,,False,False,5,101926.86,1522,0.159
tkt_0000060,2025-07-02,2025-07-03,acct_03588,Free,North America,In App,How To,Low,Customer Education,Resolved,23,16.8,72,False,4.4,False,False,4,0,1220,0.312
tkt_0000061,2025-07-04,2025-07-05,acct_04362,Growth,North America,In App,Integration,Normal,Technical Support,Resolved,19,7.16,36,False,4.8,False,False,9,8771.05,1241,0.573
tkt_0000062,2025-07-01,2025-07-02,acct_01709,Growth,EMEA,Email,Billing,High,Billing Operations,Resolved,22,6.44,12,False,,False,False,4,7188.26,296,0.369
tkt_0000063,2025-07-04,2025-07-05,acct_04949,Starter,EMEA,In App,How To,High,Customer Education,Resolved,15,8.99,12,False,,False,False,7,4468.56,1430,0.464
tkt_0000064,2025-07-02,2025-07-03,acct_01333,Free,North America,Email,Bug,Normal,Product Support,Resolved,40,5.76,36,False,4.1,False,True,7,0,26,0.032
tkt_0000065,2025-07-01,2025-07-02,acct_01742,Enterprise,North America,Chat,Bug,Normal,Product Support,Resolved,58,9.31,36,False,,False,False,6,62825.57,1138,1
tkt_0000066,2025-07-04,2025-07-05,acct_02652,Enterprise,EMEA,Chat,How To,Normal,Customer Education,Resolved,23,0.85,36,False,5,False,False,5,103110.55,790,0.638
tkt_0000067,2025-07-02,2025-07-03,acct_03687,Free,EMEA,Email,Billing,Low,Billing Operations,Resolved,33,7.94,72,False,5,False,False,9,0,1154,0.274
tkt_0000068,2025-07-02,2025-07-04,acct_02931,Starter,APAC,Chat,Bug,Normal,Product Support,Resolved,39,40.33,36,True,,False,False,8,1872.26,297,-0.277
tkt_0000069,2025-07-01,2025-07-02,acct_00570,Growth,North America,Chat,Bug,Low,Product Support,Resolved,90,19.74,72,False,,False,False,7,14796.32,1039,0.245
tkt_0000070,2025-07-05,2025-07-06,acct_03125,Enterprise,North America,Email,Bug,Normal,Product Support,Resolved,15,4.86,36,False,4.9,False,False,5,82920.51,358,0.919
tkt_0000071,2025-07-05,2025-07-06,acct_03784,Growth,APAC,Email,How To,Normal,Customer Education,Resolved,15,5.4,36,False,5,True,False,9,14179.14,274,0.59
tkt_0000072,2025-07-02,2025-07-03,acct_00758,Starter,North America,In App,Performance,Normal,Technical Support,Resolved,98,7.96,36,False,4.6,False,False,8,910.66,574,-0.359
tkt_0000073,2025-07-03,2025-07-04,acct_00691,Free,North America,Chat,Billing,Normal,Billing Operations,Resolved,20,6.75,36,False,,False,False,12,0,509,-0.229
tkt_0000074,2025-07-06,2025-07-07,acct_03554,Starter,North America,Phone,Billing,Low,Billing Operations,Resolved,58,13.45,72,False,,False,False,3,2547.01,331,0.338
tkt_0000075,2025-07-06,2025-07-07,acct_01076,Starter,EMEA,Email,Bug,Low,Product Support,Resolved,86,18.27,72,False,4.9,False,False,7,1958.84,421,0.031
tkt_0000076,2025-07-05,2025-07-06,acct_03214,Starter,North America,Email,Bug,Low,Product Support,Resolved,55,10.98,72,False,4.7,False,False,10,744.68,1372,0.313
tkt_0000077,2025-07-01,2025-07-02,acct_00357,Enterprise,Latin America,In App,Account Access,Low,Account Support,Resolved,49,4.18,72,False,5,False,False,9,142870.33,1149,0.576
tkt_0000078,2025-07-01,2025-07-02,acct_02378,Growth,North America,Chat,Performance,Urgent,Technical Support,Resolved,43,5.35,4,True,5,False,False,6,21071.43,1097,0.589
tkt_0000079,2025-07-01,2025-07-02,acct_00637,Free,EMEA,Email,Billing,Low,Billing Operations,Resolved,27,4.2,72,False,4.5,False,False,9,0,1317,0.514
tkt_0000080,2025-07-01,2025-07-02,acct_00567,Growth,APAC,Chat,Bug,Low,Product Support,Resolved,28,7.57,72,False,5,False,False,8,7671.51,1019,0.144
tkt_0000081,2025-07-02,2025-07-03,acct_03314,Starter,EMEA,Email,How To,Normal,Customer Education,Resolved,31,5.44,36,False,5,True,False,6,1598.13,63,0.089
tkt_0000082,2025-07-05,2025-07-06,acct_03852,Free,EMEA,In App,Account Access,Normal,Account Support,Resolved,72,7.22,36,False,5,False,False,10,0,1234,1
tkt_0000083,2025-07-04,2025-07-05,acct_02043,Free,EMEA,In App,Performance,Normal,Technical Support,Resolved,84,4.69,36,False,5,False,False,9,0,709,-0.046
tkt_0000084,2025-07-05,2025-07-06,acct_00314,Starter,APAC,Email,Performance,Normal,Technical Support,Resolved,15,4.29,36,False,,False,False,6,2102.28,514,-0.398
tkt_0000085,2025-07-05,2025-07-06,acct_02856,Free,EMEA,Email,Integration,Normal,Technical Support,Resolved,150,11.88,36,False,,False,False,7,0,7,0.051
tkt_0000086,2025-07-01,2025-07-02,acct_01373,Starter,EMEA,Email,Performance,High,Technical Support,Resolved,43,2.41,12,False,,False,False,7,1110.94,1008,0.748
tkt_0000087,2025-07-03,2025-07-04,acct_01392,Growth,North America,Email,Billing,Low,Billing Operations,Resolved,28,3.99,72,False,4.6,False,False,2,9519.86,1249,-0.185
tkt_0000088,2025-07-04,2025-07-05,acct_04811,Growth,APAC,In App,How To,Low,Customer Education,Resolved,32,6.44,72,False,4.9,False,False,3,12682.45,1763,0.372
tkt_0000089,2025-07-01,2025-07-02,acct_03769,Growth,North America,Email,How To,Normal,Customer Education,Resolved,13,4.81,36,False,,False,False,5,12009.1,827,0.692
tkt_0000090,2025-07-02,2025-07-03,acct_04464,Growth,North America,Email,Billing,Normal,Billing Operations,Resolved,13,4.04,36,False,4.7,False,False,5,13121.57,1604,-0.149
tkt_0000091,2025-07-04,2025-07-05,acct_01227,Free,North America,Email,Integration,Low,Technical Support,Resolved,91,7.97,72,False,4.1,False,False,7,0,410,0.841
tkt_0000092,2025-07-03,2025-07-04,acct_03690,Starter,North America,In App,Performance,Normal,Technical Support,Resolved,81,7.02,36,False,,False,False,8,1667.07,1355,0.31
tkt_0000093,2025-07-04,2025-07-05,acct_00357,Enterprise,North America,In App,Bug,Low,Product Support,Resolved,28,5.13,72,False,,False,False,6,160210.49,1733,-0.032
tkt_0000094,2025-07-02,2025-07-03,acct_02428,Starter,EMEA,Chat,Integration,Normal,Technical Support,Resolved,31,6.72,36,False,5.0,True,False,4,986.88,1274,0.322
tkt_0000095,2025-07-02,2025-07-03,acct_00658,Starter,North America,Email,Account Access,High,Account Support,Resolved,29,4.71,12,False,5,False,False,8,2663.18,781,0.594
tkt_0000096,2025-07-05,2025-07-09,acct_04133,Starter,North America,In App,Bug,Normal,Product Support,Resolved,47,79.02,36,True,4.5,False,False,6,2274.17,1760,-0.681
tkt_0000097,2025-07-04,2025-07-05,acct_05118,Growth,Latin America,Chat,Integration,Low,Technical Support,Resolved,28,5.74,72,False,4.9,False,False,7,16853.86,1145,0.261
tkt_0000098,2025-07-03,2025-07-04,acct_00600,Free,Latin America,Email,Account Access,High,Account Support,Resolved,20,11.28,12,False,,False,False,7,0,334,0.691
tkt_0000099,2025-07-03,2025-07-04,acct_02308,Growth,North America,Phone,Billing,High,Billing Operations,Resolved,23,4.02,12,False,3.7,False,False,8,8306.24,1065,-0.237
tkt_0000100,2025-07-04,2025-07-05,acct_04291,Starter,EMEA,In App,Performance,High,Technical Support,Resolved,75,23.79,12,True,,False,False,4,1842.72,919,-0.752
tkt_0000101,2025-07-04,2025-07-05,acct_01685,Starter,Latin America,Email,Bug,Urgent,Product Support,Resolved,41,3.89,4,False,5,False,False,5,2500.17,1699,0.484
tkt_0000102,2025-07-02,2025-07-03,acct_04697,Growth,APAC,In App,Account Access,Normal,Account Support,Resolved,25,6.18,36,False,5,False,False,3,9571.17,551,0.587
tkt_0000103,2025-07-03,2025-07-04,acct_04334,Free,APAC,Chat,How To,Normal,Customer Education,Resolved,24,10.93,36,False,5,False,False,6,0,1212,-0.005
tkt_0000104,2025-07-09,2025-07-10,acct_05132,Enterprise,North America,Email,Bug,Normal,Product Support,Resolved,51,16.65,36,False,5,False,False,10,71364.24,1196,0.503
tkt_0000105,2025-07-03,2025-07-04,acct_00489,Growth,North America,Email,Integration,Low,Technical Support,Resolved,23,15.12,72,False,4.7,False,False,7,14704.27,1736,0.765
tkt_0000106,2025-07-05,2025-07-06,acct_03933,Starter,EMEA,In App,Bug,Normal,Product Support,Resolved,29,13.1,36,False,,False,False,9,1515.35,849,0.181
tkt_0000107,2025-07-06,2025-07-07,acct_02584,Growth,APAC,In App,Bug,Normal,Product Support,Resolved,46,5.3,36,False,5,False,False,7,15360.97,460,1
tkt_0000108,2025-07-02,2025-07-03,acct_01361,Growth,EMEA,In App,How To,Normal,Customer Education,Resolved,6,4.86,36,False,5,False,False,3,9169.74,530,0.969
tkt_0000109,2025-07-05,2025-07-06,acct_03214,Starter,APAC,Phone,Integration,Normal,Technical Support,Resolved,32,23.43,36,False,,False,False,5,2777.78,1170,-0.06
tkt_0000110,2025-07-09,2025-07-10,acct_02047,Free,North America,In App,Bug,Urgent,Product Support,Resolved,106,10.99,4,True,4.9,False,False,4,0,381,0.326
tkt_0000111,2025-07-05,2025-07-06,acct_02657,Enterprise,APAC,In App,Bug,Low,Product Support,Resolved,39,2.76,72,False,4.7,False,False,6,100231.75,959,0.925
tkt_0000112,2025-07-06,2025-07-07,acct_01726,Starter,EMEA,Chat,Bug,Normal,Product Support,Resolved,79,5.65,36,False,5,False,False,6,1638.32,1411,0.018
tkt_0000113,2025-07-04,2025-07-05,acct_03922,Starter,APAC,Email,Account Access,High,Account Support,Resolved,35,16.87,12,True,,False,False,10,2019.19,1397,0.22
tkt_0000114,2025-07-03,2025-07-04,acct_03278,Free,North America,Email,Account Access,Normal,Account Support,Resolved,38,4.23,36,False,4.1,False,False,6,0,150,0.504
tkt_0000115,2025-07-01,2025-07-02,acct_03825,Free,North America,Chat,Account Access,Normal,Account Support,Resolved,11,3.86,36,False,,False,False,3,0,1695,0.883
tkt_0000116,2025-07-01,2025-07-02,acct_00533,Starter,EMEA,In App,Account Access,High,Account Support,Resolved,55,17.71,12,True,,False,False,3,999.63,250,-0.634
tkt_0000117,2025-07-07,2025-07-09,acct_03070,Free,APAC,In App,Bug,Normal,Product Support,Resolved,197,28.03,36,False,4.1,False,False,5,0,421,0.316
tkt_0000118,2025-07-06,2025-07-07,acct_01114,Growth,North America,Email,Bug,Low,Product Support,Resolved,57,12.93,72,False,4.3,False,False,4,10304.11,1489,0.775
tkt_0000119,2025-07-02,2025-07-03,acct_03935,Growth,North America,Email,Bug,Normal,Product Support,Resolved,91,15.79,36,False,,False,False,6,8005.78,454,0.83
tkt_0000120,2025-07-03,2025-07-04,acct_04147,Starter,APAC,Email,Integration,High,Technical Support,Resolved,212,5.38,12,False,4.5,False,False,6,1942.83,768,0.611
tkt_0000121,2025-07-07,2025-07-08,acct_04829,Growth,North America,In App,Performance,Low,Technical Support,Resolved,45,7.05,72,False,5,False,False,7,11902.66,1110,0.408
tkt_0000122,2025-07-05,2025-07-06,acct_00550,Growth,North America,Email,Bug,Low,Product Support,Resolved,59,9.29,72,False,4.9,False,False,6,6105.43,272,0.066
tkt_0000123,2025-07-03,2025-07-04,acct_00877,Growth,North America,In App,How To,Normal,Customer Education,Resolved,24,2.04,36,False,,False,False,6,10211.36,27,0.63
tkt_0000124,2025-07-04,2025-07-06,acct_04851,Starter,APAC,Email,Account Access,High,Account Support,Resolved,27,44.55,12,True,,False,False,3,1845.31,1053,0.036
tkt_0000125,2025-07-04,2025-07-05,acct_03053,Growth,North America,Email,Integration,Low,Technical Support,Resolved,96,5.54,72,False,3.7,False,False,6,21959.32,852,0.019
tkt_0000126,2025-07-05,2025-07-06,acct_01963,Starter,EMEA,In App,Billing,High,Billing Operations,Resolved,46,4.69,12,False,4.4,False,False,4,2761.07,761,0.656
tkt_0000127,2025-07-07,2025-07-08,acct_00048,Starter,North America,Email,How To,Normal,Customer Education,Resolved,43,12.45,36,False,5,False,False,4,3127.68,217,0.655
tkt_0000128,2025-07-01,2025-07-02,acct_00532,Free,APAC,In App,Billing,Normal,Billing Operations,Resolved,22,13.41,36,False,,False,False,6,0,474,0.143
tkt_0000129,2025-07-09,2025-07-10,acct_02502,Starter,North America,Email,How To,High,Customer Education,Resolved,38,3.26,12,False,,False,False,6,1706.77,677,0.02
tkt_0000130,2025-07-06,2025-07-07,acct_03703,Starter,Latin America,Email,Integration,Low,Technical Support,Resolved,118,6.98,72,False,,False,False,8,1394.98,826,1
tkt_0000131,2025-07-02,2025-07-03,acct_00700,Growth,EMEA,In App,Billing,High,Billing Operations,Resolved,104,0.77,12,False,,False,False,7,22923.79,796,0.316
tkt_0000132,2025-07-06,2025-07-07,acct_01529,Free,APAC,In App,Integration,Normal,Technical Support,Resolved,83,14.19,36,False,4.7,False,False,4,0,115,0.134
tkt_0000133,2025-07-05,2025-07-06,acct_02409,Starter,EMEA,Email,Performance,High,Technical Support,Resolved,61,8.11,12,False,5.0,False,False,9,1867.02,1061,0.263
tkt_0000134,2025-07-05,2025-07-06,acct_02246,Growth,EMEA,Email,Bug,Normal,Product Support,Resolved,23,6.65,36,False,5,False,False,4,10843.41,792,0.044
tkt_0000135,2025-07-04,2025-07-05,acct_03029,Starter,North America,Email,How To,Normal,Customer Education,Resolved,46,1.06,36,False,5,False,False,2,589.23,1625,0.391
tkt_0000136,2025-07-03,2025-07-04,acct_01192,Enterprise,APAC,In App,Billing,Normal,Billing Operations,Resolved,31,3.73,36,False,5,False,False,6,112676.27,15,0.203
tkt_0000137,2025-07-05,2025-07-06,acct_02575,Enterprise,APAC,In App,Integration,Normal,Technical Support,Resolved,21,4.47,36,False,,False,False,10,190234.31,775,0.398
tkt_0000138,2025-07-09,2025-07-11,acct_05104,Free,EMEA,Email,Billing,Normal,Billing Operations,Resolved,34,25.97,36,False,4.8,False,False,7,0,458,0.088
tkt_0000139,2025-07-07,2025-07-08,acct_01684,Starter,North America,In App,How To,High,Customer Education,Resolved,16,10.81,12,False,,False,False,5,2058.32,304,0.017
tkt_0000140,2025-07-06,2025-07-07,acct_00558,Free,APAC,Email,Bug,Normal,Product Support,Resolved,241,2.38,36,False,5,False,False,6,0,1091,0.036
tkt_0000141,2025-07-04,2025-07-05,acct_02329,Free,North America,Email,Account Access,High,Account Support,Resolved,158,12.96,12,True,5,False,False,4,0,812,0.66
tkt_0000142,2025-07-04,2025-07-05,acct_02994,Starter,EMEA,Email,Bug,Normal,Product Support,Resolved,42,7.53,36,False,4.5,False,False,7,2109.32,416,0.235
tkt_0000143,2025-07-06,2025-07-07,acct_02497,Free,North America,Email,How To,Urgent,Customer Education,Resolved,76,3.44,4,False,3.7,False,True,9,0,893,-0.309
tkt_0000144,2025-07-06,2025-07-07,acct_00796,Enterprise,EMEA,In App,Account Access,High,Account Support,Resolved,14,6.49,12,False,5,False,False,5,120048.62,1390,0.531
tkt_0000145,2025-07-06,2025-07-07,acct_02059,Growth,North America,Email,How To,Normal,Customer Education,Resolved,31,2.41,36,False,5,False,False,2,12206.22,708,0.144
tkt_0000146,2025-07-05,2025-07-06,acct_00802,Growth,APAC,Email,Billing,Low,Billing Operations,Resolved,10,23.87,72,False,5,False,False,7,15666.03,666,0.559
tkt_0000147,2025-07-03,2025-07-04,acct_02119,Starter,Latin America,In App,Billing,Normal,Billing Operations,Resolved,99,16.34,36,False,,False,False,5,2180.29,1598,0.115
tkt_0000148,2025-07-05,2025-07-06,acct_03879,Growth,EMEA,Chat,Bug,High,Product Support,Resolved,48,16.45,12,True,,False,False,10,10666.09,1750,0.741
tkt_0000149,2025-07-06,2025-07-07,acct_04191,Free,APAC,Chat,How To,High,Customer Education,Resolved,9,7.38,12,False,5,False,False,4,0,154,0.595
tkt_0000150,2025-07-01,2025-07-03,acct_02434,Starter,Latin America,Email,Bug,Low,Product Support,Resolved,33,28.69,72,False,4.8,False,False,7,3935.38,1726,0.462
tkt_0000151,2025-07-01,2025-07-02,acct_04858,Starter,North America,Phone,Performance,High,Technical Support,Resolved,56,16.54,12,True,4.2,True,False,2,1402.04,567,-0.122
tkt_0000152,2025-07-03,2025-07-04,acct_03481,Growth,North America,Chat,How To,Low,Customer Education,Resolved,26,8.33,72,False,4.9,False,False,8,16844.6,898,0.121
tkt_0000153,2025-07-08,2025-07-09,acct_02911,Enterprise,North America,Phone,Bug,Normal,Product Support,Resolved,27,3.24,36,False,5,False,False,3,225938.95,1317,0.648
tkt_0000154,2025-07-07,2025-07-08,acct_02578,Free,APAC,Email,Integration,Normal,Technical Support,Resolved,27,5.99,36,False,5,False,False,8,0,621,0.048
tkt_0000155,2025-07-03,2025-07-04,acct_02629,Free,North America,Chat,Integration,Normal,Technical Support,Resolved,65,10.78,36,False,5,False,False,6,0,715,-0.469
tkt_0000156,2025-07-06,2025-07-07,acct_04936,Growth,North America,Email,Performance,Normal,Technical Support,Resolved,76,4.52,36,False,5,False,False,2,18971.77,1536,-0.014
tkt_0000157,2025-07-03,2025-07-05,acct_01797,Free,North America,Email,Integration,High,Technical Support,Resolved,53,32.69,12,True,3.7,False,False,6,0,1446,-0.3
tkt_0000158,2025-07-07,2025-07-08,acct_03386,Free,EMEA,Email,How To,High,Customer Education,Resolved,48,1.35,12,False,,False,False,5,0,1161,-0.229
tkt_0000159,2025-07-01,2025-07-02,acct_03486,Growth,EMEA,Phone,Bug,High,Product Support,Resolved,56,14.78,12,True,4.6,False,False,4,20091.03,1625,-0.099
